,SITE_GUBUN,PART_GROUP_ID,PART_SUB_ID,PART_ID,KEYWORD_GUBUN,RLT_VALUE_01,RLT_VALUE_02,RLT_VALUE_03,RLT_VALUE_04,RLT_VALUE_05,RLT_VALUE_06,RLT_VALUE_07,RLT_VALUE_08,RLT_VALUE_09,RLT_VALUE_10
60,G,P04,S09,108442,1,이 친구 물건입니다행사 할 때 친구가 좋다고 추천해서 저는수분타입에 신경 쓰는 편이라 이 아이 구매했는데시트지가 진짜 피부에 촥 붙어요,수분 부족하신 분들 이거 사용하시고 팩 후에 에센스나 크림 마무리 해주시면 아주 나이스,다음날 피부가 넘 매끈 촉촉하고 진정효과도 좋아서 놀랐어요,전에도 아비브 마스크팩 완전 만족스럽게 사용했었는데 이번에도 그러네요아비브 마스크팩 마스크팩추천 수분충전 보습마스크팩,마침 세일기간인지 2000원에 팔아서 두장샀음ㅎㅎ 오늘아침에 각질정리한김에 수분충전하자 싶어서 했는데 시트가 얇은듯 부들부들하고 젤리같은게 완전 제 맘에 쏙들고 에센스도 넘치게 많아서 아침부터 기분이 좋았어요ㅋㅋ 떼고나서 남은건 목에 바르고 흡수시키고나서 잔여물도 다른제품에 비해 덜남았고 원래 마스크팩 후에 세수를 하는데 보통은 몇번은 씻어야 유분감이 없어지는데 얘는 한번만 헹궈도 잔여물이 다 씻겨내려가는게 좋았어요,,,,,
61,G,P04,S09,146144,0,수분,촉촉,자작나무,라운드랩,얇고,7.28,3.6,3.46,2.91,2.52
62,G,P04,S09,146144,1,쿨링감이 좋아서 진정 시 사용합니다,효과가 극명하진 않지만 무난햐서 계속 써보려구요,피부가수부지라서 겨울만되면 속당김이너무심해요ㅠ화장하기전기초단계에서 얼굴에붙혀놓으려고 구매해봤는데 즉각적으로수분공급해주는 느낌이라너무좋았어요,시트가엄청얇아서 얼굴에밀착도잘돼고피부에열감도떨어트려주는거같아서 앞으로쟁여두고사용예정입니다ㅋㅋ,그래서 피부 위에 올려놨을 때 엄청 밀착이잘되요 다른 수분패드처럼 떨어지거나 하지않고 얼굴에 얇게  착붙어있어서 아침에 모닝 퀵 마스크처럼 쓸 수 있어요그리고 모양이 완전한 원형이 아니고 홈이 패여있는데 이것 또한 얼굴형에 잘 달라붙는데 한 몫 하는것 같네요완전한 원형이면 패드 얼굴에 붙였을 때 꼭 남는 부분이 있어서 잘 떨어지던데 이 제품은 밀착력 부분에선 최고임향이 없어서 민감성인 분들은 매우 좋아하실 듯 예전에 라운드랩 독도 토너 써본 적이 있었는데 무매력이 매력인 제품이라고 생각했을만큼 특징이 없다,,,,,
63,G,P04,S09,111282,0,여드름,패치,붙이고,양이,접착력이,3.36,2.18,1.89,1.73,1.63
64,G,P04,S09,111282,1,딱 그 가격 만큼 해요터지기 일보직전 심하게 익은 부분엔 효과 1도 없구요그냥 가볍고 심하지 않은 부분엔 나름 괜찮아요한번 사용 해봤으니 됐어요,가격이 싼 데는 이유가 있어요일단 테두리 부분도 두꺼워서 붙이면 티가 많이 나요그리고 진물이 올라오면서 부풀면 바로 떨어져요한시간 붙이고 있으면 떨어져서 효과도 없어요ㅠㅠ재구매 할 생각 전혀 없고 남은것도 이제 안쓸 것 같아요,접착력이 떨어지는 점을 제외하면 만족스럽게 사용한 제품입니다,접착력도 잘 모르겠고 피부 진정  효과도 없는 패치인 거 같아요,제가 써보았을 때에는 설명대로 패치를 붙이고 있다보면 트러블이 치료되기도 하고 커버도 가격에 비하면 꽤 잘되는 편이라서 만족하고 있습니다,,,,,
65,G,P04,S09,77376,0,패치,트러블,접착력,여드름,붙이,5.12,4.16,2.96,2.96,2.49
66,G,P04,S09,77376,1,가성비가 쏘쏘라무난한데 더 가격이 싼 올리브영 패치가 있어서이건 한번 사서 써보고 특별한 효과랄게 따로 없어서올리브영 패치로 회귀했습다올리브영 패치도 뭐 더 특별한 효과는 없습니다만더 싼 가격에 양도 많으니 만족하거둔용,초기 여드름에는 크게 효과 없는 것 같습니다,가격면에 비해서 효과는 사실 저는 그저그래요,얇아서 그런진 모르겟는데 피부에 정말 티가 많이 안난다고 볼 수 있고 또 얇다고 해서 잘 떨어지지도 않아서 좋은거 같아요,접착력이 좋고 떨어질때도 잔여물 없이 끈적이 없이깨끗하게 떨어져요,,,,,
67,G,P04,S09,143631,0,시트,수분,얼굴에,촉촉,밀착,4.64,4.13,3.77,3.61,2.96
68,G,P04,S09,143631,1,비싼 만큼 마스크팩이   값어치 하겠지 했는데그다지 그만큼은 아니고 ?얼굴에 기초화장 스킨 로션 영양 크림 바른후 팩을 했을경우나 안바른 상태의 마스크팩의 반응은 나타나지 않고다만 수분이 많고 피부에 닿으니 촉촉하고 얼굴에서광택이 나네요시윈하고 피부가 쫀득쫀득한게 너무좋아요,그정도의 진정효과까지는 아니었어서문안하다 이정도로 말씀드릴게요가격이 많이 부담스러운건 사실인거 같지만문안한 그런 마스크팩이었어용,다만 미백 보다는 진정 느낌이라서막 하얘지는 마스크팩은 아니에요팩에 남은 액체를 좀 적셔주어야 시트액이 딱 맞는다는 느낌이었어용가격은 좀 많이 비싸서 가성비적으로는그정도의 값어치를 하는지 자체는 솔직히 모르겠어요 ㅜㅜ,글로우픽 이벤트에 당첨되어ㄷㅏㄱㅌㅓㄹㅣㄹㄹㅣㅍㅡㅁㅏㅅㅡㅋㅡㅍㅐㄱ  ㅆㅓㅂㅘㅆ어요ㅇㅕㄹㅡㅁㅇㅣㄹㅏ ㅁㅜㄹㄴㅗㄹㅇㅣㄷㅗ ㅁㅏㄶㅇㅣㅎㅏㄱㅗ ㄴㅓㅁㅜ ㄷㅓㅂㄷㅏㅂㅗㄴㅣ ㅌㅡㄹㅓㅂㅡㄹㄷㅗ ㅈㅗㅇㅈㅗㅇ ㅅㅐㅇㄱㅣㄴㅡㄴㄷㅔ ㅈㅣㄴㅉㅏ ㅁㅣㄴㄱㅏㅁㅅㅓㅇㅍㅣㅂㅜ ㅌㅡㄹㅓㅂㅡㄹㅍㅣㅂㅜㅇㅔ 하기 좋은 문안한 마스크팩인거  같아용마스크팩은 정말 붙이자 마자 얼굴이 춱춱 쫀쫀해지는 느낌코코넛 시트 특유의 밀착력과자연유래시트라그런지 자극이 없었어요,촉촉하니 수분채워주는용으로 좋고 냉장고에 넣고 쓰니 확실히 진정도 되는듯앰플양이 진짜 엄청 많음,,,,,
69,G,P04,S09,113193,0,시트,좋아,얼굴에,수분,촉촉,3.58,2.9,2.9,2.68,2.64
70,G,P04,S09,113193,1,마스크 팩을 개봉하면 꿀 향이 가득해서 기분이 좋아요 ㅎㅎ,20분정도 마스크팩을 하고 나머지 에센스는 팔다리에 발라주면 너무 촉촉해요ㅠㅠㅠ 오늘도 쓰러 가야겠어요,에센스 빵빵한 마스크팩 찾는분들이나 건조한분들은 꿀광될수있는 마스크팩,에센스 양도 많고 수분감도 짱짱해서 마스크팩만으로도진정은 물론 피부도 촉촉해져요,촉촉하고 붙이고 나면 꿀광돼요 ㅎㅎ 좋아용,,,,,
71,G,P04,S09,115554,0,팩을,효과,촉촉,브라이트닝,시트,2.72,2.56,2.2,2.18,1.87
72,G,P04,S09,115554,1,원단이 너무 얇지도 두껍지도 않아 밀착력도 좋았어요,가장 좋았던 점은 코가 크고 높은 편이라 항상 시트가 짧거나 코부분 밀착이 되는 팩이 없었는데 이 팩은 코부분 시트도 다른 팩에 비해 길고 밀착도 되서 너무 좋았어요 ?,시트의 크기 밀착력 크기는 남성이 쓰기에도 넉넉할 만큼 커서 턱 밑까지 관리 가능할 정도예요,저와같은 민감성이신 분들도 안심하고 쓰셔도 될 것 같아요 ?,따가움증세나 가려움 트러블 일어나지 않았어요,,,,,
73,G,P02,S10,145057,0,커버,밀착,비레디,얇게,잡티,7.32,2.67,2.53,2.46,2.19
74,G,P02,S10,145057,1,피부톤이 25호라서3호 사용해봤습니다딴 이유는 없고 오로지 컬러가 어두운편이라 사용한건데커버력이 거의 없어요남자분들이 컨실러를 쓸 때는 수염자국 흉터 여드름 다크서클 등등 더 강한 커버력이 필요하실것같은데 덧바른다고 더 잘가려지는게 아니라 두꺼워져서 텁텁해지기만하는겁니다,그냥 맥이나 세포라 가서 쇼핑해보시거나세포라 자체브랜드 세포라컬렉션이 컬러가 다양하고 세포라나 백화점에 입점한 다른 브랜드들보다 가격도 저렴해요,테스트해봤을때 커버력이 엄청 높다기보단 자연스러운 스타일인듯 가볍고 커버력좋게 새로나온 캣본디 굿애플 컨실러 구입하시는거 추천드립니다,다음에는 발림성과 촉촉함을 조금더 개선하면 더 좋을거같아여,잡티를 잘가려주어서 컨실러의 역할을 잘하는거같아요,,,,,
75,G,P02,S10,125385,0,발색,자연스럽게,색이,립밤,입술,2.95,2.74,2.29,2.06,1.79
76,G,P02,S10,125385,1,사용감도좋고촉촉하고,생기있게 바르기 좋은 제품이예요,잠깐 어디 갈 때나 다녀올 때 입술에 생기를 줄 정도로만 바르는 용도로 사용합니당거의 색감이 없어서 투명에 가깝긴하지만 두 세번 바르다보면 살짝 분홍빛레드빛이 은은하게 올라와서 민낯에 발라도 어울려용게다가 보습도 돼서 입술이 트지 않고 촉촉해집니당,유분기가 많지 않으면서도 색이 살짝 올라와서생얼에 바르기 괜찮아요집앞템,남자친구 선물해줬는데 진짜로 촉촉하고 좋아요 ㅎㅎ,,,,,
77,G,P04,S09,139620,0,수분,시트,촉촉,밀착,좋았어요,6.03,3.79,3.34,2.42,2.22
78,G,P04,S09,139620,1,진정 수분 두마리 토끼 제대로 잡게 해주는 팩? 이 팩 모르는 사람 없었으면 좋겠어요,생각했는데 확실히 좋은건 좋은거에요독도라인 왠만하면 다 써봤는데 얘가 가장 촉촉함은 짱인 것 같네요,독도 라인 다 쓰는 사람으로서 독도 팩까지 써봤는데이거 자기 전 독도 토너로 팩 하고 자는 거랑은 차원이 다름 꼭 냉장고에 넣어뒀다가 자기 전에 써보세요독도 라인은 다 저자극이어서 믿고 써도 될 듯저는 개인적으로 아주 무난하고 괜찮게 썼서용,떼고 나서도 잘 때까지 촉촉한 마스크팩인 것 같아요랄라블라에서 샀는데 할인할 때 여러개 쟁여두고 싶었음얼굴이 촉촉해서 그런지 붙이고 나면  담날 화장 잘 먹어요,올리브영 기준 할인가가 2000원 정도가 구매하기엔 적정가인듯개인적으로 생각하기에 정말 제품 자체는 좋지만 가성비 면에서는 메디힐 수분감 면에서는 얼트루가 오히려 앞서나간다는 느낌이라 재구매는 안할듯함그래도 팩은 좋았어용 ㅎㅎ,,,,,
79,G,P04,S09,125153,0,진정,어성초,효과,얼굴에,팩을,6.33,3.54,2.57,2.23,2.19
80,G,P04,S09,125153,1,피부가 즉각적으로 살짝콩 시원해지면서 답답하지 않은 느낌을 선사하더라구요시트가 하도 신기해서 찾아보니 자연유래 식물 시트라고 해요,할인을 얼마나 하는지는 솔직히 모르겠지만 궁금하시다면 세일때를 노려 구매해보시길 바래요쨌든 팩을 개봉해보면 촉촉한 에센스에 듬뿍 적셔진 시트팩과 하단에 묽은 에센스가 바로 눈에 보였어요,그렇지만 팩 하는 내내 시트에 머금어진 에센스의 촉촉함이 정말 안 날라가서 팩을 떼어낼 때까지 촉촉한 상태를 유지하며 팩을 할 수 있었던 점은 만족스러웠어요근데 진짜 이 팩은 속건조 잡아줄 정도의 수분감은 없어서 매우 아쉽다고 생각하지만젤리 시트의 신박함과 팩의 밀착력 시트에 적셔진 수분이 팩 하는 내내 유지되는 것은 정말 만족스럽다,그래서 자극 걱정을 최소화해준다고 하더라구요ㅋㅋㅋ 근데 자연유래 100라는 설명없어도 그냥 피부에 시트를 갖다대보면 자극이란게 안 느껴져요ㅋㅋㅋ 팩 자체가 안 맞아서 자극이 생기면 모를까 시트때문에 자극이 생길 것 같진 않다,그냥 제가 붙일 생각이 없어도 알아서 피부에 달라붙는 그런 팩이었답니당ㅋㅋㅋㅋ얇고 젤리 시트라 피부에 닿았을때 일반 섬유 원단으로 제작되는 팩이랑은 상당히 다른 느낌이었어요,,,,,
81,G,P04,S09,128903,0,진정,밀착,시트,트러블,촉촉,5.19,3.06,3.02,2.65,2.36
82,G,P04,S09,128903,1,피부 촉촉하고 진정되는 기분들어요,순하고  로션 같은 에센스가 가득 있어서 건조한 날에 보습 짱짱이었습니다,수부지인데 마스크팩 쓰고 나면 트러블도 생기지 않아서 너무 좋았어요,여름에 한창 썼는데 깔끔하고 피부가 진정도 되면서 수분공급 뽝 이런 느낌여러가지 마스크팩 돌려쓰지만 그중 하나임최고,센탈라 제품은  나름선호하는편  이구요마스크팩   넘좋구요20  25분정도  얼굴에  올려두고   수분보충해주고나면  촉촉함과 환하게   얼굴이  빛이납니다끈적임있는  팩은 선호하지 않는데  끈적임없구요 ㅎ,,,,,
83,G,P04,S09,149072,0,진정,시트,트러블,효과,촉촉,7.17,2.89,2.48,2.21,2.13
84,G,P04,S09,149072,1,피부 진정이 정말 잘되고 마스크가 얼굴에 잘 밀착되서 떨어지지않고 얼구열이 금방 떨어져요,진정 효과 짱짱한 마스크제가 써본 진정 마스크 중에서 상위권에 들 정도로 진정 효과가 좋아요,열감 내리기에도 좋고 트러블에도 은근히 꽤 효과가 있습니다정가 주고 사기는 좀 아쉽고 11 행사나 50 세일 할 때 쟁여두기 좋은 템,시카가 들어가는 팩이라 진정에 효과가 있다고해서 구매해봤어요,확실히 시카 팩이라 그런지 여드름이 쏘 들어가진않지만 진정이되서 아프진않더라구요 ㅎㅎ,,,,,
85,G,P04,S09,91684,0,여행,클렌징,마스크팩,양이,젤리,3.37,3.01,2.82,2.51,2.11
86,G,P04,S09,91684,1,트래블키트라 여행갈 때 화장품 많이 가져가지 않고 이거만 하나 챙겨가도 되어 편리합니다,효과는 잘 모르겠지만 향이 좋음,약간 인공적인 향에센스 제형은 하얀 젤리같이 탱글한 제형붙이고 누워있을 때 흘러내리지 않아서 좋음쿨링감도 있고 시트지도 얇아 밀착력이 좋음,에센스양도 많고 진정효과도 뛰어나서 항상 사용하는 제품입니다,그냥 나쁘지도 않고 그냥 그래요여행다닐때 쓰기 좋긴한데 사치품 굳이 사용해야하나제품력이 엄청 좋은 것 보다는 트러블 없이 무난하게 사용할 수 있는 편인 것 같아요여행용으로 짐 줄일 때 좋아요,,,,,
87,G,P04,S09,152163,0,진정,시트,수분,촉촉,얇아서,7.53,5.08,3.25,2.57,2.52
88,G,P04,S09,152163,1,떼고난 후에 끈적임도 덜하고 수분감이 짱짱하게 들어차서 꽤 오래가더라고요 진정효과 좋아서 살짝 붉어질 듯한 트러블은 잠잠해졌어요,유분Xx 수분진정용임지성도 써도 아무문제없을거같음,유해성분없고 촉촉하고 액도많이들어잇음밀착력도좋음셀룰로오스가아니라서 좋은것도잇고 비건제품사용하고나면 촉촉하규 끈적임은없고 피부톤이맑아지면서 빨갯던피부가 잠잠해진다 가격은 조금잇는편같다매일 하기에는 조금 부담이긴하지만 2일에서3일에항벙씩하기엔갠찮음,약간 시트지는 조금 촌스럽게생기긴햇는데 내용물은 나쁘지않음,설문단으로 당첨되어 5장 받아서 사용해 보았어요저는 수부지에 홍조 있는 피부에요진정 마스크팩인데 진정에 큰 효과는 보지 못해서 아쉬웠지만마스크 시트가 굉장히 크고 여유로워서얼굴에 부족한 공간 없이 붙일 수 있어서 좋았고에센스가 조금 더 넉넉하게 들어있었으면 좋겠더라구요민감피부인데 트러블 생기는 거 없었고따갑다거나 자극적이지 않았고그냥저냥 무난하게 사용할 만한 팩이었어요,,,,,
89,G,P04,S09,133267,0,진정,트러블,얇아서,효과,촉촉하고,4.55,2.72,2.0,1.99,1.81
90,G,P04,S09,133267,1,마무리감이 촉촉해요트러블 피부에 자극없이 좋아요,솔직히 트러블 진정 효과 별로 못 느꼈음성분은 좋은데 왜 효과가 없는지 진짜 궁금함피부에 밀착은 잘 되어서 아침에 가볍게 붙여두긴 좋을것같은데 딱히 사고싶단 생각은 안 듦그런데 이 라인 크림 에센스 퀵 수딩팩 다 써보고 느낀건데 레드블레미쉬 라인은 민감 피부 진정에 초점을 뒀지 트러블 진정 효과가 있는 라인이 아님피부 예민해졌을때 쓰면 붉어진것도 가라앉고 피부열도 낮아지면서 자극 하나도 없이 너무 쓰기좋은데 트러블 났을때 바르면 효과가 없는 편 로드샵이나 올리브영에서 파는 천원어치 티트리 어성초 쑥 팩이 훨씬 트러블엔 좋습니다,저자극에 패드도 보들보들하도 얇아서 붙이고 있기편하고 수분감도 좋고 수분 진정 쿨링 까지 일타삼피,토너패드로 사용하고 있어요엠보싱 솜이 아니라 얼굴 자극도 없고 피부도 안아파요부드럽습니더,쌈무 정도의 두께밀착은 잘 되는편인데 에센스가 금방 마르는느낌이라 장시간 붙이지는 못하고 짧게 화장하기전에 붙이고있어요흡수 잘 되고 다 좋은데 에센스 양이 좀 더 많으면 좋을거같아요뒤집어서 보관하는데도 양이 적은게 느껴지네요,,,,,
